"key","en","fr","it","ja","ko","es","pt_BR","pl","de","ru","uk","zh_CN"
"SITE_HOME_INTRO_2","Join Ninten, Ana, Lloyd, Teddy and some crazy redhead on a journey across America! On a quest to collect the Eight Melodies for Queen Mary, and to stop the heinous Giegue from imprisoning humanity! Get ready to explore new dungeons, play with new game mechanics, listen to Ninten’s Walkman, talk to new people and battle new enemies in this celebration of the game that started it all.","Rejoignez Ninten, Ana, Lloyd, Teddy et une petite fille rousse déjantée dans un voyage à travers l’Amérique ! Suivez-les dans leur quête afin de collecter les Huit Mélodies pour la reine Mary et empêcher le terrible Giygas d’asservir l’humanité. Préparez-vous à explorer de nouveaux donjons, à découvrir de nouvelles mécaniques de jeu, à écouter le Walkman de Ninten, à parler à de nouveaux personnages et à affronter de nouveaux ennemis dans cet hommage au jeu par lequel tout a commencé.","Unisciti a Ninten, Ana, Lloyd, Teddy e una folle ragazzina dai capelli rossi in un viaggio attraverso l’America! Recupera le Otto Melodie della Regina Mary e impedisci al crudele Giegue di imprigionare l’umanità! Preparati a esplorare nuovi dungeon, sperimentare nuove meccaniche di gioco, ascoltare il Walkman di Ninten, parlare con nuova gente e affrontare nuovi nemici in questa celebrazione del gioco che ha dato origine a tutto.","ニンテン、アナ、ロイド、テディ、そしてゴーイングマイウェイな赤毛の女の子と共に、アメリカを横断する旅に出発だ！　クイーンマリーのために8つのメロディーを集めて、地球侵略を企むギーグから世界を救う大冒険へ！　新しいダンジョン、新しい敵、新ギミックに、新たなBGM、前にはいなかった人々との会話。　さまざまなニューコンテンツが きみを待っているよ！","닌텐, 아나, 로이드, 테디 그리고 미친 빨간 머리와 함께 미국을 횡단하는 여행에 함께 하세요! 메리 여왕의 명을 받아 여덟 개의 멜로디를 모으고, 사악한 기그로부터 인류를 지켜주세요! 새로운 던전을 탐험하고, 새로운 게임 메카닉을 가지고 놀고, 새로운 음악을 들으며, 새로운 인물들과 대화하고, 새로운 적들과 싸울 준비를 하세요.","¡Únete a Ninten, Ana, Lloyd, Teddy y a una loca pelirroja en un viaje a través de América! En búsqueda de las Ocho Melodías para la Reina Mary, ¡y para impedir que el cruel Giegue aprisione a la humanidad! Prepárate para explorar nuevas mazmorras, jugar con las nuevas mecánicas, escuchar el Walkman de Ninten, hablar con nuevas personas y luchar contra nuevos enemigos en este homenaje al juego que lo empezó todo.","Junte-se a Ninten, Ana, Lloyd, Teddy e uma ruiva doidinha numa jornada através da América para reunir todas as Oito Melodias para a Rainha Mary e impedir o malvado Giegue de aprisionar toda a humanidade! Prepare-se para explorar novas masmorras, usar novas mecânicas, escutar o walkman do Ninten, conhecer novas pessoas e batalhar contra novos inimigos nesta celebração do jogo que deu origem a tudo!","Dołącz do Nintena, Any, Lloyda, Teddy’ego i pewną szaloną rudowłosą w podróży przez Amerykę! W misji zebrania Ośmiu Melodii dla Królowej Marii i powstrzymania nikczemnego Giegue’a przed zniewoleniem ludzkości! Przygotuj się na odkrywanie nowych lokacji, zabawę z nowymi mechanikami gry, słuchanie walkmana Nintena, rozmowy z nowymi ludźmi i walkę z nowymi wrogami w tej celebracji gry, od której wszystko się zaczęło.","Begleite Ninten, Ana, Lloyd, Teddy und eine verrückte Rothaarige auf eine Reise quer durch Amerika! Auf der Suche nach acht Melodien für Königin Mary, und um den abscheulichen Giygas daran zu hindern, die Menschheit in Gefangenschaft zu nehmen! Mach dich bereit, neue Dungeons zu erforschen, mit neuen Mechaniken zu spielen, Nintens Walkman zu hören, mit neuen Leuten zu sprechen und neue Feinde zu bekämpfen; in dieser Zelebrierung des Spiels, mit dem alles begann.","Присоединяйтесь к Нинтену, Ане, Ллойду, Тедди и какой-то рыжей сумасшедшей девочке, чтобы обойти всю Америку! Отправляйтесь на поиски восьми мелодий для королевы Мэри и не дайте ужасному Гийгасу захватить человечество! Приготовьтесь исследовать новые подземелья, знакомиться с новыми механиками, слушать плеер Нинтена, общаться с новыми людьми и сражаться с новыми противниками в игре, отдающей честь классике, с которой всё началось.","Приєднайтеся до Нінтена, Ани, Ллойда, Тедді та якоїсь божевільної рудої дівчинки у подорожі через Америку! З метою зібрати Вісім Мелодій для Королеви Мері і щоб запобігти поневолення людства жахливим Гійгасом! Приготуйтеся відкрити нові локації, випробувати нові ігрові механіки, послухати Walkman Нінтена, поговорити з новими людьми і змагатися з новими ворогами у цьому святкуванні гри, з якої усе почалось.",""
"SITE_HOME_CAST","Cast","Les personnages","Personaggi","Cast","등장인물","Reparto","Elenco","Obsada","Charaktere","В ролях","В ролях",""
"SITE_HOME_NINTEN_TITLE","Ninten","Ninten","Ninten","ニンテン","닌텐","Ninten","Ninten","Ninten","Ninten","Нинтен","Нінтен",""
"SITE_HOME_NINTEN_1","This is you! A boy from Podunk with a hand for baseball and a burning drive to uncover the mystery about his missing great-grandparents. Ninten’s favourite thing after a busy day is to go home, tuck into some prime ribs, and play Penguin Bonanza on his NES.","C’est vous ! Un jeune garçon de Podunk avec un certain talent pour le baseball et un désir brûlant, celui d’élucider le mystère de la disparition de ses arrière-grands-parents. Après une journée bien remplie, Ninten aime tout particulièrement retrouver sa maison, savourer une délicieuse côte de bœuf et jouer à Penguin Bonanza sur sa NES.","Sei tu! Un ragazzo di Podunk con la passione per il baseball un ardente desiderio di svelare il mistero della scomparsa dei suoi bisnonni. Dopo una giornata impegnativa, Ninten ama tornare a casa, divorare un po’ costolette e giocare a Penguin Bonanza sul suo NES.","今作の主人公だ！　野球好きな マザーズデイ出身の少年だよ！ 昔の事件で行方不明になった 曽祖父母の謎を解き明かそうと、色々と情報を調べている。　ニンテンの一日の楽しみは、野球でくたくたになったあと 家に帰って 夕食にプライムリブを食べて、そのあとにファミコンをプレイすることなんだ。","당신입니다! 야구를 좋아하는 마더즈데이의 평범한 소년으로, 실종된 증조부모님에 대한 미스터리를 알아내기 위해 모험을 하고 있습니다. 바쁜 여행 후에는 집으로 돌아가 소갈비를 뜯으며, NES로 펭귄 라이더를 하는 것이 소소한 낙입니다.","¡Eres tú! Un chico de Podunk con buena mano para el béisbol y un ferviente deseo por resolver el misterio de sus bisabuelos desaparecidos. Lo que más le gusta a Ninten tras un largo día es comer costillas y jugar a Penguin Bonanza en su NES.","É você! Um menino da cidade de Boa Mãe, jogador de beisebol, com um desejo ardente de descobrir o mistério de seus bisavós desaparecidos. A coisa que Ninten mais gosta de fazer depois de um longo dia é chegar em casa, comer uma bela costeleta e jogar Penguin Bonanza no seu Nintendinho.","To ty! Chłopak z Podunk z zacięciem do baseballu i zapałem do odkrycia tajemnicy zaginionych pradziadków. Po ciężkim dniu Ninten najchętniej wraca do domu, zajada się żeberkami i gra w Penguin Bonanza na swoim NES-ie.","Das bist du! Ein Junge aus Podunk mit einem Händchen für Baseball und dem brennenden Wunsch, das Geheimnis um seine verschwundenen Urgroßeltern zu lüften. Nintens Lieblingsbeschäftigung nach einem anstrengenden Tag ist es, nachhause zu gehen, erstklassigen Rostbraten zu essen und Penguin Bonanza auf seinem NES zu spielen.","Это ты! Мальчик из Поданка, увлекающийся бейсболом и жаждущий раскрыть тайну пропажи прабабушки и прадедушки. После тяжёлого дня Нинтен любит прийти домой, поесть рёбрышек и сыграть в Penguin Bonanza на своей NES.","Це ви! Хлопчик з Поданку з захопленням до бейсболу і запальним поривом розкрити таємницю його загублених прабабусі і прадідуся. Після важкого дня, улюблена справа Нінтена — прийти додому, перекусити смаженими реберцями і зіграти у Penguin Bonanza на своїй NES.",""
"SITE_HOME_NINTEN_2","All hope of uncovering what happened to his great-grandparents were lost *until he found a certain diary...*","Tout espoir de découvrir ce qui était advenu de ses arrière-grands-parents semblait perdu, *jusqu’à ce qu’il trouve un certain journal…*","Tutte le speranze di scoprire cosa fosse successo ai suoi bisnonni erano sfumate, *finché non ha trovato un certo diario...*","とつぜん 家を怪奇現象が襲ったある日 古ぼけた日記を地下室で見つけたんだ！ その時、知らない人だけど　なぜか懐かしい声が聞こえてきた・・・。　その瞬間、僕の中に秘められていた力が湧いてくるのを感じたんだ。　きっとこれから 想像もできない大冒険が始まるんだろうな！","그의 증조부모에게 무슨 일이 일어났는지는 영원히 알 수 없었습니다. *그가 어떤 일기를 발견하기 전까지는...*","Toda esperanza de descubrir lo ocurrido con sus bisabuelos estaba perdida *hasta que encontró cierto diario...*","Todas as esperanças de descobrir o que aconteceu com os seus bisavós se foram *até que ele encontrou um certo diário...*","Cała nadzieja na odkrycie, co stało się z jego pradziadkami, przepadła, *dopóki nie znalazł pewnego pamiętnika...*","Jede Hoffnung herauszufinden was mit seinen Urgroßeltern geschah, war verloren *bis er ein bestimmtes Tagebuch fand ...*","Он уже думал, что никогда не узнает, что произошло с прабабушкой и прадедушкой, *пока не обнаружил некий дневник*...","Він був впевнений, що ніколи не дізнається про долю своїх прабабусі та прадідуся, *доки не знайшов загадковий щоденник...*",""
"SITE_HOME_LLOYD_TITLE","Lloyd","Lloyd","Lloyd","ロイド","로이드","Lloyd","Lloyd","Lloyd","Lloyd","Ллойд","Ллойд",""
"SITE_HOME_LLOYD_1","On the surface he seems to be a cowardly nerd, but Lloyd isn’t ready to give up on adventure! Thanks to an interest in machinery and electronics, Lloyd is more than capable of fighting alongside his friends in battle with his deadly cool weapons in tow.","À première vue, il ne semble être qu’un geek un peu poltron, mais Lloyd n’est pas du genre à se dégonfler quand il s’agit de partir à l’aventure ! Son intérêt pour la mécanique et l’électronique le rend capable de se battre aux côtés de ses amis, armé de son arsenal de gadgets aussi épatants que redoutables.","A prima vista può sembrare un secchione codardo, ma Lloyd non intende rinunciare all’avventura! Grazie alla passione per i macchinari e l’elettronica, Lloyd è più che capace di combattere al fianco dei suoi amici sfoggiando le sue micidiali armi.","ぱっと見 内気で臆病な少年のロイド。　でも彼は 内に秘める冒険心がある心強い友達なんだ！　機械にとても強い特技をちからにして、仲間たちと一緒に 色々な工作した武器を手に ゆうかんに敵に立ち向かうぞ！　　","겉으로 보기에는 고지식한 괴짜처럼 보이지만, 이 허무맹랑한 모험을 포기할 생각은 전혀 없습니다! 기계와 전자제품에 관한 관심 덕에 그는 치명적이면서도 멋진 무기들을 가지고 전투에 임합니다.","A primera vista, parece solo un nerd cobarde, pero cuando se trata de aventuras, Lloyd no es de los que se acobardan. Gracias a su interés en la maquinaria y la electrónica, Lloyd es más que capaz de luchar en batalla junto a sus amigos acompañado de sus armas tan impresionantes como mortíferas.","À primeira vista, parece um nerd moloide, mas Lloyd nunca desiste de uma aventura! Graças a seu interesse por máquinas e eletrônicos, Lloyd é mais do que capaz de lutar lado a lado com seus amigos em batalha usando suas armas mortíferas maneiras.","Z pozoru wydaje się być tchórzliwym kujonem, ale Lloyd nie jest gotowy, by zrezygnować z przygody! Dzięki zainteresowaniu maszynami i elektroniką, Lloyd jest bardziej niż zdolny do walki u boku swoich przyjaciół w bitwie ze swoją zabójczo fajną bronią.","Oberflächlich betrachtet scheint er ein feiger Nerd zu sein, aber Lloyd ist nicht bereit das Abenteuer aufzugeben! Dank seiner Interesse an Maschinen und Elektronik ist Lloyd mehr als fähig, an der Seite seiner Freunde mit seinen tödlich coolen Waffen in die Schlacht zu ziehen.","Это только кажется, что он трусливый ботан, — на деле Ллойд вовсе не боится новых приключений! Благодаря своему интересу к технике и электронике он может сражаться бок о бок со своими друзьями, имея при себе крутое смертоносное оружие.","З першого погляду здається, що Ллойд — полохливий ботанік, але насправді він зовсім не збирається уникати нових пригод! Завдяки інтересу до техніки та електроніки він цілком здатний боротися пліч-о-пліч зі своїми друзями, маючи при собі найкрутішу зброю.",""
"SITE_HOME_LLOYD_2","Lloyd spent many years suffering bullying, *but all it takes is a friend to come along to unlock his potential.*","Lloyd a pendant de longues années subi les moqueries de ses camarades d’école, *mais parfois, il suffit d’un ami pour prendre conscience de son potentiel.*","Lloyd ha sofferto il bullismo per tanti anni, *ma basta un vero amico per sbloccare tutto il suo potenziale.*","僕はずっと 同級生たちからいじめられていた。　でもごみばこに隠れてた僕の目の前に とつぜん現れた ニンテンと出会ってから、すこしずつ自信を持てるようになったんだ。","그는 일평생 괴롭힘에 지쳐가고 있었습니다. *닌텐과 그 친구들이 자신의 잠재력을 알아주기 전까지는...*","Lloyd pasó muchos años sufriendo bullying, *pero solo le hace falta un amigo para liberar su potencial.*","Lloyd passou muitos anos sofrendo bullying, *mas tudo que ele precisava era de um amigo para desbloquear seu verdadeiro potencial.*","Lloyd przez wiele lat cierpiał z powodu prześladowań, *ale wystarczy, że pojawi się przyjaciel, który uwolni jego potencjał.*","Lloyd hat viele Jahre lang unter Mobbing gelitten, *aber alles was er braucht, ist ein Freund, der sein Potenzial freisetzt.*","Ллойд долгие годы подвергался травле со стороны одноклассников, *но всё, что было нужно, — это друг, который раскроет весь его потенциал*.","Ллойд довгі роки був жертвою цькування з боку однолітків, *але все, що знадобиться для розкриття його потенціалу – новий друг.*",""
"SITE_HOME_ANA_TITLE","Ana","Ana","Ana","アナ","아나","Ana","Ana","Ana","Ana","Ана","Ана",""
"SITE_HOME_ANA_1","A polite young girl from Snowman. She’s armed with a huge array of offensive psi attacks along with many ways to assist in battle. Since her beloved mother has gone missing, Ana will do anything to find her.","Une jeune fille très distinguée, originaire de Snowman. Elle maîtrise un grand éventail de pouvoirs PSI offensifs et possède également des compétences de soutien. Sa mère bien-aimée ayant disparu, Ana est prête à tout pour la retrouver.","Un’educata ragazzina di Snowman. È armata di un vasto arsenale di attacchi PSI e tanti modi di fornire supporto in battaglia. La sua amata mamma è scomparsa, per cui Ana farà l’impossibile per ritrovarla.","アナは スノーマンの町に住む、こころやさしい少女。戦いでは ニンテンが使えないような アブナイ強力な攻撃PSIを覚えるぞ。　行方不明になった大切なママを探すため、ニンテン達の冒険についていくことになる。　こころやさしい彼女でも みんなを守るためならば 敵に容赦はしない芯の強さも持っているんだ。","땡스기빙데이에서 온 예의 바른 소녀입니다. 순수해 보이는 눈동자 속에는 공격적인 PSI 공격으로 무장하고 있습니다. 실종된 엄마를 찾기 위해서라면 갖은 난관이 있더라도 포기하지 않을 겁니다.","Una chica educada proveniente de Snowman. Está armada con una gran variedad de ataques PSI ofensivos, además de muchas formas de ayudar en la batalla. Desde que su querida madre desapareció, hará cualquier cosa por encontrarla.","Um amor de menina que vive em Snowman. Possui um grande arsenal de ataques psíquicos ofensivos e muitas formas de ajudar em batalha. Desde que sua querida mãe desapareceu, Ana fará qualquer coisa para encontrá-la.","Uprzejma, młoda dziewczyna ze Snowman. Jest wyposażona w ogromny wachlarz ofensywnych ataków psi, a także wiele sposobów na pomoc w walce. Ponieważ jej ukochana matka zaginęła, Ana zrobi wszystko, by ją odnaleźć.","Ein höfliches junges Mädchen aus Snowman. Sie ist mit einer Vielzahl von offensiven Psi-Angriffen bewaffnet und verfügt über viele Möglichkeiten, im Kampf zu helfen. Seit ihre geliebte Mutter verschwunden ist, tut Ana alles um sie zu finden.","Вежливая девочка из города Сноумэна. Она владеет огромным набором психоатак и всегда готова выручить тебя в битве. С тех пор как её любимая мама пропала, Ана готова пойти на всё, чтобы отыскать её.","Ввічлива дівчинка з міста Сноумен. Вона має величезний набір психокінетичних атак і завжди готова виручити в бою. З того часу, як зникла її улюблена матуся, Ана готова на все, щоб її відшукати.",""
"SITE_HOME_ANA_2","Ana discovered her powers at a young age and has tried to repress them ever since, but when adventure calls, *she must make the decision on whether to use them.*","Ana a découvert ses pouvoirs à son plus jeune âge, et depuis, elle a toujours tenté de les réprimer. Mais quand l’aventure l’appelle, *il est peut-être temps pour elle de prendre une décision.*","Ana scoprì i suoi poteri in tenera età e da allora ha sempre cercato di reprimerli, ma quando l’avventura chiama, *deve prendere coraggio e scatenarli.*","わたしは小さいころから 自分の力を隠してきた、この力は簡単に人を傷つけられる力だから。　でも過酷な冒険に出るのなら 自分の力を隠すのをやめて、みんなのために使うことを 決意しないとね。","아나는 어린 나이에 발견한 힘을 지금껏 억누르며 살아왔지만, *이제 그 힘을 사용할지 결정을 내려야 합니다.*","Ana descubrió sus poderes a una edad temprana y ha intentado reprimirlos desde entonces, pero cuando la aventura llama, *debe decidir si usarlos o no.*","Ana descobriu seus poderes numa idade muito jovem e tentou reprimi-los desde então, mas quando a aventura chama, *ela precisa decidir se deve usá-los ou não.*","Ana odkryła swoje moce w młodym wieku i od tego czasu próbowała je stłumić, ale kiedy przygoda wzywa, *musi podjąć decyzję, czy ich użyć, czy nie.*","Ana entdeckte ihre Kraft in jungen Jahren und hat seitdem versucht sie zu unterdrücken. Aber wenn das Abenteuer ruft, *muss sie die Entscheidung treffen, ob sie sie einsetzen will.*","Ана узнала о своих способностях ещё в раннем детстве и с тех пор пытается их сдерживать — но в преддверии важного приключения *ей стоит задуматься о том, чтобы дать им волю*.","Ана дізналася про свої здібності ще в ранньому дитинстві і завжди намагалась їх стримувати — але напередодні тяжкої ​​пригоди *їй варто замислитися про те, щоб дати їм волю.*",""
"SITE_HOME_TEDDY_TITLE","Teddy","Teddy","Teddy","テディ","테디","Teddy","Teddy","Teddy","Teddy","Тедди","Тедді",""
"SITE_HOME_TEDDY_1","A knife-wielding, tobacco chewing gang leader from the big city! No enemy stands a chance against the king of the Black Bloods. Along with years of crime and fighting to back up his threatening looks, he’s never without his trusty knife on standby.","Un chef de gang de la grande ville, manieur de couteau et mâcheur de tabac ! Aucun adversaire n’a la moindre chance face au roi des Big Bads. Réputé pour son allure menaçante et les années de criminalité à son actif, il ne se sépare jamais de son fidèle couteau.","Brandisce un coltello, mastica tabacco ed è il leader di una gang della grande città. Nessun nemico può tenere testa al re dei Black Blood. Oltre ad anni di criminalità e risse per non perdere la sua aria da duro, non lo si è mai visto senza il suo fidato e impaziente coltello.","ナイフとタバコ好きな大都会のギャングのリーダー！このブラックブラッドのボスに適うものはないだろう！威圧的な見た目と長年の戦闘経験を備え、常にナイフも懐から取り出す覚悟はしている。","담배를 문 채, 칼을 휘두르고 다니는 갱단의 우두머리! 어떤 적도 이 블랙 블러드의 보스에게 상처조차 줄 수 없습니다. 위압적인 외모와 오랜 전투 경험을 갖췄으며, 언제든지 칼을 뽑을 준비를 하고 있습니다.","El jefe de una banda de la gran ciudad que masca tabaco y empuña cuchillos. No hay enemigo que se le resista al rey de los Black Blood. Además de sus años de crímenes y lucha para realzar su aspecto amenazador, nunca le puede faltar su fiel cuchillo.","Líder de gangue da cidade grande, ele carrega uma faca e vive mascando tabaco. Os inimigos não têm nenhuma chance contra o rei dos Sangue Pretos. Junto com anos de brigas e crimes para manter sua reputação intimidadora, ele nunca sai de casa sem sua fiel faca.","Uzbrojony w nóż, żujący tytoń przywódca gangu z wielkiego miasta! Żaden wróg nie ma szans z królem gangu Czarnej Krwi. Wraz z latami przestępstw i walki, aby poprzeć swój groźny wygląd, nigdy nie jest bez swojego zaufanego noża w gotowości.","Ein messerschwingender, Tabak kauender Bandeboss aus der Großstadt! Kein Feind hat eine Chance gegen den König der Black Bloods. Neben jahrelanger Verbrechens- und Kampferfahrung, die sein bedrohliches Aussehen untermauern, ist er nie ohne sein treues Messer zu finden.","Главарь банды из большого города — всегда с ножиком в руке и табаком под губой! Ни один противник не устоит перед королём банды Чернокровов! Известный своей грозной внешностью и многолетним криминальным опытом, он никогда не расставался со своим верным ножом.","Озброєний ножем та жуючий тютюн ватажок банди з великого міста! Жоден ворог не має шансів проти короля Чорнокровок. Свій загрозливий вигляд, підкріплений роками злочинів і бійок, він завжди доповнює вірним ножиком на поготові.",""
"SITE_HOME_TEDDY_2","Though... he wasn’t always like this. *Maybe he isn’t rotten to the core.*","Mais… il n’a pas toujours été comme ça. *Peut-être qu’il y a encore du bon en lui.*","Anche se... non è sempre stato così. *Forse non è marcio fino al midollo.*","しかし・・・彼はずっとこうだったわけではない。芯まで腐っていないかもしれない。","그래도... 늘 이랬던 사람은 아녔습니다. *속까지 썩지는 않았을 거예요.*","Aunque... no siempre fue así. *Puede que no esté podrido hasta la médula.*","Mas... ele nem sempre foi desse jeito. *Talvez, lá no fundo, ele não uma pessoa ruim.*","Chociaż... nie zawsze taki był. *Może nie jest zepsuty do szpiku kości.*","Wobei ... das war nicht immer so. *Vielleicht ist er nicht durch und durch verdorben.*","Хотя... он не всегда был таким. *Может, он не такой уж и гнилой человек*.","Хоча... не завжди таким був. *Можливо, він не настільки гнилий до кісток.*",""
"SITE_HOME_GALLERY","Gallery","Galerie","Galleria","ギャラリー","갤러리","Galería","Galeria","Galeria","Gallerie","Галерея","Галерея",""
"SITE_ABOUT_TITLE","So, what *is* MOTHER: Encore?","Alors, c’est *quoi*, MOTHER: Encore ?","Allora, *cosa* è MOTHER: Encore?","MOTHER：ENCOREとは？","MOTHER: Encore란?","Entonces, ¿qué *es* MOTHER: Encore?","Então, o que *é* MOTHER: Encore?","Czym zatem *jest* MOTHER: Encore?","Also, was *ist* MOTHER: Encore?","Итак, *что такое* MOTHER: Encore? ","Так, чим *саме* є MOTHER: Encore?",""
